Symbol,Date,Open,High,Low,Close,Adj Close,Volume
ABBV,2022-12-30,162.22999572753906,162.85000610351562,159.82000732421875,161.61000061035156,158.62889099121094,3680400
ABBV,2022-12-29,162.9600067138672,163.8800048828125,162.19000244140625,162.55999755859375,159.56137084960938,3112500
ABBV,2022-12-28,163.6999969482422,164.69000244140625,162.11000061035156,162.22999572753906,159.23745727539062,2944500
ABBV,2022-12-27,163.49000549316406,163.80999755859375,161.77999877929688,162.99000549316406,159.98345947265625,2669200
ABBV,2022-12-23,163.38999938964844,163.82000732421875,162.3300018310547,163.10000610351562,160.09141540527344,2685100
ABBV,2022-12-22,161.8699951171875,163.38999938964844,161.52999877929688,163.27000427246094,160.25828552246094,3606000
ABBV,2022-12-21,161.4499969482422,162.72999572753906,160.36000061035156,162.2100067138672,159.21783447265625,3707200
ABBV,2022-12-20,161.61000061035156,161.85000610351562,160.07000732421875,160.5800018310547,157.61790466308594,4221000
ABBV,2022-12-19,160.77999877929688,162.22999572753906,160.05999755859375,161.49000549316406,158.5111083984375,4033400
ABBV,2022-12-16,162.0500030517578,163.32000732421875,160.47999572753906,160.47999572753906,157.51974487304688,18905500
ABBV,2022-12-15,163.88999938964844,164.61000061035156,161.9499969482422,163.10000610351562,160.09141540527344,5268300
ABBV,2022-12-14,164.60000610351562,165.97999572753906,162.8300018310547,164.86000061035156,161.81895446777344,4485400
ABBV,2022-12-13,166.9499969482422,167.5,164.6699981689453,164.7899932861328,161.75022888183594,5050400
ABBV,2022-12-12,163.2100067138672,165.49000549316406,162.75,165.32000732421875,162.27047729492188,4109400
ABBV,2022-12-09,166.75999450683594,167.75,162.80999755859375,163.05999755859375,160.05215454101562,4644800
ABBV,2022-12-08,165.39999389648438,166.22999572753906,164.27999877929688,165.99000549316406,162.9281005859375,4274400
ABBV,2022-12-07,163.69000244140625,165.52999877929688,163.25999450683594,165.39999389648438,162.34898376464844,4637800
ABBV,2022-12-06,164.02999877929688,164.38999938964844,161.5500030517578,163.72000122070312,160.69998168945312,5480400
ABBV,2022-12-05,162.88999938964844,165.19000244140625,162.88999938964844,163.94000244140625,160.91592407226562,4859400
ABBV,2022-12-02,160.72000122070312,163.75999450683594,160.50999450683594,163.66000366210938,160.64108276367188,4304900
ABBV,2022-12-01,161.0,163.1999969482422,159.97999572753906,161.6300048828125,158.64852905273438,5827800
ABBV,2022-11-30,158.7899932861328,161.17999267578125,156.4600067138672,161.17999267578125,158.2068328857422,12342500
ABBV,2022-11-29,158.30999755859375,159.42999267578125,157.2100067138672,158.1999969482422,155.28179931640625,3689000
ABBV,2022-11-28,160.0,160.72999572753906,157.8300018310547,158.42999267578125,155.50755310058594,3902800
ABBV,2022-11-25,159.58999633789062,160.75,159.24000549316406,159.6199951171875,156.6756134033203,1661900
ABBV,2022-11-23,159.9499969482422,160.94000244140625,158.82000732421875,159.38999938964844,156.44984436035156,3221100
ABBV,2022-11-22,157.69000244140625,159.8800048828125,157.55999755859375,159.7899932861328,156.84246826171875,5351100
ABBV,2022-11-21,155.39999389648438,158.6300048828125,154.42999267578125,157.11000061035156,154.21189880371094,6492100
ABBV,2022-11-18,153.6699981689453,155.63999938964844,153.6699981689453,154.97999572753906,152.12120056152344,5691100
ABBV,2022-11-17,150.97000122070312,153.07000732421875,149.97000122070312,152.16000366210938,149.35321044921875,5069500
ABBV,2022-11-16,153.44000244140625,156.69000244140625,151.22999572753906,151.8699951171875,149.0685577392578,7358700
ABBV,2022-11-15,153.38999938964844,153.4199981689453,149.9600067138672,153.0399932861328,150.21697998046875,5909500
ABBV,2022-11-14,150.97999572753906,154.5399932861328,150.97999572753906,151.74000549316406,148.9409637451172,7077100
ABBV,2022-11-11,149.5399932861328,150.52000427246094,145.75,150.16000366210938,147.39012145996094,6786400
ABBV,2022-11-10,150.66000366210938,150.66000366210938,147.75,149.72000122070312,146.95822143554688,5607700
ABBV,2022-11-09,148.58999633789062,150.57000732421875,147.0399932861328,147.6199951171875,144.89695739746094,4573700
ABBV,2022-11-08,148.8300018310547,151.6300048828125,147.9600067138672,148.52999877929688,145.79017639160156,4637500
